primaryKey,genre,popularity,year,revenue,runtime,vote_average,vote_count
The Adventures of Sharkboy and Lavagirl,Adventure,12.31101,5,69425966,92,4.4,269
Under the Tuscan Sun,Comedy,12.309718,3,0,113,6.4,172
To Die For,Fantasy,12.309715,95,21284514,106,6.7,175
Alpha and Omega,Family,12.300789,10,39300000,88,5.3,124
Red Tails,Drama,12.29603,12,50365377,125,5.9,178
Blood and Chocolate,Drama,12.295216,7,0,98,5.4,87
All the Boys Love Mandy Lane,Horror,12.284939,8,0,90,5.7,209
The Visitors II: The Corridors of Time,Comedy,12.283025,98,0,118,5.8,221
The Last Legion,Action,12.282911,7,25303038,102,5,207
Logan's Run,Adventure,12.268143,76,25000000,119,6.6,269
Mr. Smith Goes to Washington,Comedy,12.2624,39,9600000,129,7.9,241
Goodbye Bafana,History,12.257654,7,0,140,7,38
Marmaduke,Family,12.25622,10,83761844,87,5,149
Beverly Hills Chihuahua,Adventure,12.25264,8,149281606,91,4.9,209
Peggy Sue Got Married,Comedy,12.243887,86,41382841,103,5.9,136
Little Boy,Comedy,12.232048,15,6420319,106,7,185
The Rainmaker,Drama,12.229516,97,45916769,135,6.7,235
Super,Comedy,12.204569,10,324138,96,6.6,441
Kill List,Horror,12.203041,11,171760,95,6,210
Private Benjamin,Comedy,12.18838,80,0,109,6,102
The Good Night,Comedy,12.185204,7,20380,93,5.7,41
Lifeforce,Fantasy,12.18362,85,0,116,6.2,135
Black or White,Drama,12.172131,14,21571189,121,6.5,115
The Three Burials of Melquiades Estrada,Adventure,12.163832,5,12036149,121,7,177
Urban Legend,Horror,12.159009,98,72527595,99,5.6,290
Bride & Prejudice,Drama,12.150871,4,0,111,6.5,110
Little Shop of Horrors,Horror,12.113235,86,38748395,94,6.6,384
House of Sand and Fog,Drama,12.102725,3,16942795,126,7,199
Godsend,Drama,12.10235,4,30114487,102,4.7,114
A Shine of Rainbows,Drama,12.099486,9,0,101,6.3,14
The Adventures of Pluto Nash,Action,12.092241,2,7103973,95,4.4,142
Over Her Dead Body,Comedy,12.067921,8,0,95,5.3,145
Resident Evil: Extinction,Horror,12.06538,7,148412065,94,6.1,1292
Red State,Horror,12.062371,11,1104682,88,5.9,316
Herbie Fully Loaded,Comedy,12.050755,5,66002004,101,5.1,542
A Separation,Drama,12.049373,11,0,123,7.7,469
They Came Together,Comedy,12.036888,14,0,84,5.3,171
Halloween III: Season of the Witch,Horror,12.030456,82,14400000,98,5,229
Police Academy: Mission to Moscow,Comedy,11.946898,94,126247,83,4.1,178
Little Children,Romance,11.942862,6,14821658,136,6.9,240
Kate & Leopold,Comedy,11.940711,1,0,118,6,418
Beginners,Drama,11.933449,10,5332926,105,6.8,347
The Lizzie McGuire Movie,Family,11.927667,3,55534455,94,5.7,280
Mortal Kombat: Annihilation,Action,11.916389,97,51376861,95,3.8,221
In & Out,Comedy,11.897925,97,0,90,6.3,177
The Killer Inside Me,Crime,11.892615,10,0,109,6,173
Friends with Money,Comedy,11.885221,6,13368437,88,5.1,128
The Divide,Science Fiction,11.882563,11,22000,112,5.7,197
54,Music,11.880899,98,16757163,106,5.5,135
Soldier,Action,11.873856,98,14567883,99,6.1,221
Across the Universe,Adventure,11.872841,7,0,133,7.1,410
It Happened One Night,Comedy,11.871424,34,4500000,105,7.7,275
The Sisterhood of the Traveling Pants 2,Adventure,11.870301,8,44352417,117,6,238
Taking Woodstock,Music,11.870161,9,0,120,6.2,127
Agent Cody Banks,Action,11.859396,3,58795814,102,5,284
"The Good, The Bad, The Weird",Action,11.847324,8,0,130,7.1,193
Prom,Comedy,11.837067,11,10130000,104,5.7,134
About Last Night,Comedy,11.828068,14,49002684,100,6,210
The Prophecy,Fantasy,11.818333,95,16,98,6.4,138
The Protector,Action,11.81832,5,27165581,108,6.8,167
The Roommate,Thriller,11.807269,11,40492759,91,5.3,224
Highlander: Endgame,Action,11.782725,0,15843608,87,4.4,104
Cats & Dogs 2 : The Revenge of Kitty Galore,Comedy,11.77398,10,112483764,82,4.9,119
Take Me Home Tonight,Comedy,11.766564,11,6928068,97,6.2,208
Hang 'em High,Western,11.756943,68,6800000,114,6.7,192
Antiviral,Science Fiction,11.753553,12,0,110,5.7,112
Red Dawn,Action,11.743085,84,38376497,114,6.4,215
The Man Who Shot Liberty Valance,Western,11.735287,62,8000000,123,7.4,265
The Legend of the Lone Ranger,Action,11.725805,81,2945600,98,3.7,14
The Haunting in Connecticut 2: Ghosts of Georgia,Horror,11.708343,13,0,101,5.6,175
Bobby,History,11.706309,6,0,120,6.4,119
Bottle Rocket,Comedy,11.700578,96,560069,91,6.8,281
Gosford Park,Drama,11.693272,1,87754044,137,6.8,246
Nowhere to Run,Action,11.689337,93,0,94,5.5,119
Lake Placid,Horror,11.678561,99,56870414,82,5.5,247
Silent House,Horror,11.66632,11,13101672,85,5.2,125
Queen of the Damned,Drama,11.644243,2,45479110,101,5.4,239
Choke,Comedy,11.637458,8,3830137,92,6,127
Cypher,Thriller,11.636883,2,0,95,6.7,192
Boogeyman,Thriller,11.62423,5,67192859,89,4.6,191
Fly Me to the Moon,Comedy,11.60921,12,0,104,5.6,194
Rock Star,Music,11.60815,1,16991902,105,6,190
Don't Say a Word,Thriller,11.596207,1,100020092,113,6,220
Get Over It,Comedy,11.592129,1,0,87,5.5,75
The Station Agent,Drama,11.578545,3,8679814,88,7.4,210
Requiem for a Dream,Crime,11.573034,0,7390108,102,7.9,2443
Maurice,Drama,11.552247,87,0,134,7.1,61
Exorcist II: The Heretic,Horror,11.543363,77,30749142,118,4.5,133
How High,Comedy,11.510281,1,31155435,93,6.3,218
Flubber,Comedy,11.50396,97,177977226,93,5.3,695
Enough,Drama,11.500783,2,51801187,114,6.2,264
The Rite,Drama,11.492474,11,96047633,114,5.8,556
Sea of Love,Drama,11.47316,89,110879513,113,6.7,141
Reindeer Games,Thriller,11.470135,0,32168970,124,5.4,173
Baggage Claim,Comedy,11.436405,13,22456509,96,5.6,85
American Heist,Action,11.431434,14,0,94,4.3,158
Black Snake Moan,Drama,11.429607,6,10903846,116,6.6,243
Blue Crush,Adventure,11.42943,2,51842679,104,5.6,159
Transsiberian,Thriller,11.428903,8,5926410,111,6.5,195
Small Time Crooks,Action,11.423533,0,0,94,6.4,155
Bowling for Columbine,Documentary,11.414843,2,35564473,120,7.3,453
Baby Mama,Comedy,11.409124,8,63833449,99,5.8,205
Factory Girl,Drama,11.400229,6,0,90,6.2,81
Miracle at St. Anna,Drama,11.387408,8,9323833,160,6.3,90
The Rules of Attraction,Comedy,11.387335,2,0,110,6.3,168
Firestarter,Fantasy,11.379652,84,17080167,114,5.9,173
The Skulls,Crime,11.375032,0,35007180,106,5.8,156
Howard the Duck,Comedy,11.374306,86,37962774,110,5.1,221
Quigley Down Under,Romance,11.360997,90,0,119,6.5,119
The Black Stallion,Adventure,11.35972,79,37799643,118,7,59
Control,Drama,11.357474,7,8159508,121,7.5,200
Babe: Pig in the City,Adventure,11.356079,98,69131860,92,5.2,305
Repo Man,Comedy,11.35344,84,2300000,92,6.7,144
Deconstructing Harry,Comedy,11.352693,97,10686841,96,7.3,187
Can't Hardly Wait,Comedy,11.350382,98,25605015,100,6.1,122
Bill & Ted's Bogus Journey,Adventure,11.349664,91,0,98,5.9,308
Cries and Whispers,Drama,11.347855,72,0,91,7.8,115
Death to Smoochy,Comedy,11.329727,2,0,109,5.9,132
By the Sea,Drama,11.267676,15,3727746,122,5.4,156
The Rookie,Drama,11.263361,2,75597042,127,6.5,110
3000 Miles to Graceland,Action,11.262655,1,18720175,125,5.8,178
Air Bud,Comedy,11.241802,97,23144499,98,5.3,106
Spy Hard,Action,11.238522,96,0,81,4.9,147
Trade,Drama,11.237374,7,0,120,6.8,67
Boiler Room,Crime,11.233081,0,28780255,118,6.5,201
Jackass Number Two,Action,11.227087,6,72778712,95,6.4,298
Poltergeist III,Horror,11.225044,88,14144000,98,4.5,123
Timeline,Action,11.22268,3,19480739,116,5.4,318
Jason X,Horror,11.220643,1,16951798,91,4.5,291
The Majestic,Drama,11.215702,1,37317558,152,6.6,188
Sexy Beast,Crime,11.21273,0,0,89,7,217
Dressed to Kill,Horror,11.208769,80,31899000,105,6.8,157
Dead Snow,Horror,11.205726,9,1984662,91,6.1,311
Man of the Year,Comedy,11.203335,6,41237648,115,5.8,129
Darkness Falls,Thriller,11.199544,3,0,86,4.9,161
Black Rain,Action,11.19602,89,45892212,125,6.2,243
Cursed,Horror,11.195593,5,19294901,97,5.1,167
Yogi Bear,Comedy,11.187696,10,201584141,80,5.2,220
Joy Ride,Mystery,11.183197,1,36642838,97,6.3,325
The Perfect Man,Comedy,11.158906,5,0,100,5.5,203
Friday the 13th Part VI: Jason Lives,Horror,11.158167,86,19472057,86,5.7,216
Heaven is for Real,Drama,11.150261,14,101332962,99,6,229
Spellbound,Drama,11.145915,45,7000000,111,7.3,160
Go,Crime,11.142389,99,28451622,98,7,196
The Shipping News,Drama,11.1399,1,0,111,6.4,108
How Do You Know,Comedy,11.137655,10,48668907,121,4.9,223
The Eye,Drama,11.135734,8,56309766,98,5.5,281
Multiplicity,Comedy,11.120344,96,0,117,5.5,154
Must Love Dogs,Comedy,11.120167,5,58405313,98,5.8,140
Striptease,Drama,11.106006,96,113309743,115,4.4,205
Ernest & Celestine,Animation,11.103202,12,8109160,78,7.6,142
The Indian in the Cupboard,Adventure,11.095914,95,0,96,5.9,134
Silent Running,Adventure,11.095414,72,0,89,6.3,177
Capricorn One,Drama,11.095219,77,0,123,6.4,131
Simon Birch,Comedy,11.090254,98,18253415,114,6.5,52
"Good bye, Lenin!",Comedy,11.086001,3,79384880,121,7.4,586
Forsaken,Western,11.071522,15,0,90,5.8,101
Session 9,Horror,11.064228,1,373967,100,6.2,251
The American President,Comedy,11.056763,95,107879496,106,6.5,195
Halloween: Resurrection,Horror,11.045593,2,37664855,94,4.5,228
Sky High,Adventure,11.041659,5,86369815,100,5.8,550
Dinner for Schmucks,Comedy,11.023691,10,86387857,114,5.5,531
Swimming Pool,Thriller,11.000654,3,22441323,102,6.4,153
Ladder 49,Drama,10.99991,4,74541707,115,6.2,207
Salton Sea,Drama,10.991281,2,676698,103,7,104
Best in Show,Comedy,10.982255,0,0,90,6.7,166
Silverado,Action,10.981038,85,0,127,7.1,146
Grace of Monaco,Romance,10.958697,14,0,103,5.8,195
Motherhood,Comedy,10.955567,9,0,90,4.7,44
Velvet Goldmine,Drama,10.932711,98,1053788,119,6.9,116
Hard Rain,Thriller,10.930537,98,19870567,97,5.5,179
Agent Cody Banks 2: Destination London,Comedy,10.925618,4,28818995,100,5.2,144
Good Kill,Action,10.924273,15,316472,104,5.9,208
Raise Your Voice,Music,10.9071,4,14867514,103,6,211
Stripes,Action,10.892398,81,85300000,106,6.5,249
"Sex, Lies, and Videotape",Drama,10.869492,89,0,100,6.7,185
The Kentucky Fried Movie,Comedy,10.861167,77,0,83,6.4,66
Just Visiting,Comedy,10.844882,1,0,88,4.8,171
The Great Debaters,Drama,10.84158,7,30226144,126,6.9,151
Cheap Thrills,Drama,10.826253,13,0,85,6.3,155
She's the Man,Comedy,10.81439,6,33889159,105,6.4,671
Message in a Bottle,Romance,10.81051,99,118880016,131,5.8,196
The Doors,Drama,10.794175,91,34416893,140,6.7,275
Wild Target,Action,10.791954,10,3453043,98,6.4,215
Survival of the Dead,Horror,10.789912,10,0,90,4.6,116
Le Havre,Drama,10.787322,11,0,93,6.8,97
Happiness,Comedy,10.757539,98,2807390,139,7.4,194
The Cave,Action,10.756266,5,15007991,97,5.1,202
Congo,Action,10.755847,95,152022101,109,5,213
Sydney White,Comedy,10.74648,7,13620075,108,6,236
Walk Hard: The Dewey Cox Story,Comedy,10.73522,7,18317151,96,6.6,212
My Blueberry Nights,Drama,10.733761,7,21786738,111,6,190
Tin Cup,Comedy,10.731574,96,53854588,135,5.9,150
A Hard Day's Night,Comedy,10.730056,64,12299668,88,7.3,168
Creepshow 2,Horror,10.729884,87,14000000,92,5.9,129
"Girl, Interrupted",Drama,10.713521,99,0,127,7.6,721
Oceans,Documentary,10.706613,9,19406406,84,7.3,111
The First Wives Club,Comedy,10.704596,96,116400000,102,6.5,166
Pride and Glory,Thriller,10.703602,8,31148328,130,6.3,240
Rob Roy,Adventure,10.703456,95,31596911,139,6.5,148
The 33,Drama,10.699952,15,24902723,120,6,378
America's Sweethearts,Comedy,10.698929,1,0,102,5.5,252
Hoodwinked Too! Hood VS. Evil,Comedy,10.694417,11,13521829,86,4.8,131
Sleeper,Comedy,10.664202,73,18344729,89,7,200
The Alamo,Western,10.660441,4,25819961,137,5.8,106
The Young and Prodigious T.S. Spivet,Adventure,10.651202,13,9494789,105,6.7,232
The Muppet Movie,Adventure,10.639916,79,76657000,97,7,164
The Brass Teapot,Comedy,10.639774,12,0,100,5.8,160
The Secret of Kells,Animation,10.621353,9,0,75,7.3,181
Rudderless,Music,10.619574,14,0,105,7.4,105
Dylan Dog: Dead of Night,Action,10.617236,11,4634062,107,4.5,139
Meet the Spartans,Comedy,10.608998,8,84646831,84,3.7,359
The Last Exorcism Part II,Horror,10.605752,13,15179302,88,4.4,203
Hollywood Homicide,Action,10.605084,3,51142659,116,5,166
"Paris, je t'aime",Drama,10.573191,6,4857367,120,6.8,207
The Devil's Double,Drama,10.559414,11,5728213,109,6.5,208
Our Kind of Traitor,Thriller,10.547959,16,9930095,108,6,160
Osmosis Jones,Adventure,10.54544,1,13596911,95,5.9,228
In the Cut,Mystery,10.536092,3,23,119,4.6,89
Observe and Report,Comedy,10.529143,9,24007324,86,5.6,225
2 Fast 2 Furious,Action,10.520961,3,236350661,107,6.2,2028
Capitalism: A Love Story,Documentary,10.50098,9,17436509,120,7,167
Double Impact,Thriller,10.484642,91,30102717,110,5.3,215
Dying of the Light,Thriller,10.48009,14,0,94,4.5,118
The Wraith,Romance,10.47644,86,3500000,93,5.9,108
The Vatican Tapes,Thriller,10.475368,15,1784763,91,4.6,243
Semi-Pro,Comedy,10.449975,8,33472850,91,5.4,251
The Kite Runner,Drama,10.446722,7,73276047,128,7.3,394
W.,Drama,10.445391,8,29506464,131,6.1,143
Chariots of Fire,Drama,10.439971,81,58972904,123,6.8,207
Rent,Drama,10.433667,5,31670620,135,6.7,155
Barnyard,Animation,10.430832,6,72779000,90,5.3,225
Detention,Horror,10.424596,11,0,93,5.7,129
Dom Hemingway,Comedy,10.416332,13,523511,93,5.8,212
Monster-in-Law,Romance,10.411996,5,154749918,101,5.6,406
Happily N'Ever After,Animation,10.410933,6,38085778,75,4.6,104
Just Wright,Comedy,10.409253,10,21520719,100,6.1,99
"Jeff, Who Lives at Home",Drama,10.409155,11,4417580,83,6.1,217
Super Size Me,Documentary,10.400603,4,28575078,100,6.6,506
Shine,Drama,10.396305,96,0,105,7.3,131
The Borrowers,Adventure,10.364582,97,0,86,5.8,135
My Own Private Idaho,Drama,10.363642,91,0,104,7.1,212
Jason Goes to Hell: The Final Friday,Fantasy,10.341982,93,15938065,87,4.2,193
Housebound,Horror,10.322858,14,0,109,6.5,358
Zoom,Family,10.304172,6,12506188,83,4.9,135
Barbershop,Comedy,10.297189,2,75781642,102,6.2,137
Kangaroo Jack,Comedy,10.292864,3,0,89,4.3,203
Moms' Night Out,Comedy,10.274542,14,10429707,98,5.5,121
Deuce Bigalow: European Gigolo,Comedy,10.259461,5,22400154,83,4.7,225
Cedar Rapids,Comedy,10.254807,11,6861102,87,5.9,135
Miracles from Heaven,Drama,10.248439,16,77000000,117,6.7,186
The Celebration,Drama,10.240917,98,0,105,7.7,207
He Got Game,Drama,10.232599,98,21567853,136,6.7,134
Waiting...,Comedy,10.230583,5,18637690,94,6.2,237
Frenzy,Crime,10.219942,72,12600000,116,7.1,158
The Brothers Bloom,Adventure,10.218307,8,5530764,114,6.8,203
Teenage Mutant Ninja Turtles III,Action,10.207065,93,42000000,96,5.1,184
The Wedding Date,Comedy,10.194097,5,47175038,88,6.2,230
Much Ado About Nothing,Drama,10.19377,93,0,111,7.2,189
Deadfall,Crime,10.19041,12,66351,95,5.6,224
A Simple Plan,Drama,10.178917,98,0,121,6.9,187
The Yards,Drama,10.150993,0,0,115,6,97
Dickie Roberts: Former Child Star,Comedy,10.149569,3,0,98,5.1,64
A Civil Action,Drama,10.147321,98,56702901,115,6.1,109
Mongol: The Rise of Genghis Khan,History,10.1449,7,26527510,120,6.5,158
I Am Wrath,Action,10.144222,16,0,92,4.5,179
Cargo,Thriller,10.142218,9,0,120,5.9,140
Away We Go,Drama,10.13559,9,14899417,98,6.7,189
Bubble Boy,Adventure,10.131123,1,0,84,5.1,163
Obvious Child,Comedy,10.12895,14,3123963,83,6.7,187
The Lawnmower Man,Horror,10.125029,92,32101000,108,5.4,197
Maximum Risk,Action,10.115011,96,51702483,100,5.2,101
The Four Feathers,War,10.10364,2,29882645,132,6.5,159
Date Movie,Comedy,10.098722,6,48548426,83,3.6,222
Rabbit Hole,Drama,10.095184,10,5129058,91,6.9,165
Blood Work,Crime,10.089065,2,26199517,110,6.1,206
Walking With Dinosaurs,Animation,10.088006,13,126546518,87,5.2,133
Red Dragon,Crime,10.083905,2,209196298,124,6.7,1115
Into the Grizzly Maze,Action,10.073144,15,0,94,5.1,74
Sarah's Key,Drama,10.072199,10,17511906,111,7.2,196
White Squall,Action,10.047579,96,10300000,129,6.3,86
New York Minute,Comedy,10.0403,4,0,91,5.5,185
1941,Action,10.032626,79,31755742,113,5.6,143
Misconduct,Drama,10.016909,16,0,106,5.3,149
Nurse 3-D,Horror,10.013629,13,10000000,99,4.9,119
Buffalo '66,Romance,10.009994,98,2375097,110,7.1,166
Unaccompanied Minors,Comedy,10.006282,6,0,90,5.4,66
Money Train,Action,10.004564,95,35431113,103,5.4,222
The Hole,Thriller,9.983004,9,0,92,5.6,244
Far from Heaven,Drama,9.982885,2,29027914,107,6.9,144
The Cooler,Drama,9.976428,3,0,101,6.7,89
Grandma's Boy,Comedy,9.974681,6,6538177,94,6.6,220
Save the Last Dance,Drama,9.969624,1,91038276,112,6.3,352
Fever Pitch,Comedy,9.965073,5,50451307,103,5.9,182
Bubba Ho-tep,Comedy,9.954848,2,0,92,6.7,191
Curse of the Golden Flower,Action,9.950505,6,0,114,6.6,203
Glee: The Concert Movie,Documentary,9.933926,11,18663238,84,6.8,79
We're No Angels,Comedy,9.927018,89,0,106,5.6,105
Krull,Fantasy,9.904881,83,16519460,117,5.8,129
Niagara,Crime,9.903992,53,8500000,92,6.7,79
102 Dalmatians,Comedy,9.895061,0,183611771,100,5.1,313
Curious George,Adventure,9.894346,6,69834815,86,6.2,106
Warlock,Adventure,9.887662,89,0,103,5.8,95
Confidence,Action,9.87419,3,0,97,6.4,126
The Believer,Drama,9.856826,1,416925,98,6.8,151
Anacondas: The Hunt for the Blood Orchid,Adventure,9.855474,4,70992898,97,4.9,199
Saved!,Comedy,9.85123,4,0,92,6.3,147
Envy,Comedy,9.842771,4,0,99,4.8,139
Deuce Bigalow: Male Gigolo,Comedy,9.832326,99,65535067,88,5.5,308
The Tigger Movie,Animation,9.829859,0,45554533,77,6.3,143
Batman,Family,9.815394,66,0,105,6.1,203
Hamlet,Drama,9.814785,96,0,242,7.3,117
World's Greatest Dad,Comedy,9.805551,9,295750,99,6.5,177
Kevin Hart: Let Me Explain,Comedy,9.799357,13,32230907,74,7.1,95
The Good Girl,Drama,9.799177,2,16856124,93,6.1,181
Tora! Tora! Tora!,History,9.795985,70,29548291,144,6.9,147
Lions for Lambs,Action,9.789027,7,63215872,92,6,216
Pathology,Crime,9.782433,8,0,95,5.6,144
Bait,Action,9.780588,12,0,93,5.3,191
Charlie Bartlett,Comedy,9.779444,8,0,97,6.5,225
Religulous,Comedy,9.774126,8,0,101,7.2,197
Transamerica,Drama,9.773398,5,13350369,103,6.9,144
Stick It,Comedy,9.750557,6,0,105,6.3,148
The Life Before Her Eyes,Thriller,9.728143,7,0,90,6.1,88
Me and You and Everyone We Know,Comedy,9.719094,5,0,90,7,107
A Mighty Heart,Drama,9.717392,7,18928871,100,6.7,95
Return to the Blue Lagoon,Drama,9.705589,91,2807854,98,5.1,153
Plastic,Drama,9.70276,14,0,102,6.1,86
Nine Dead,Crime,9.68793,10,0,98,5.2,84
The Second Mother,Drama,9.683622,15,0,110,7.8,165
Ramona and Beezus,Comedy,9.681147,10,0,103,6.1,245
Waitress,Comedy,9.67299,7,22179430,108,6.7,129
The 51st State,Thriller,9.670031,1,14,93,5.9,173
Pulse,Horror,9.662715,6,29907685,90,5,150
Prom Night,Crime,9.642041,8,14796236,88,4.8,167
And So It Goes,Comedy,9.633711,14,25312387,94,5.7,164
For Love of the Game,Drama,9.622345,99,0,137,6.3,88
The Texas Chainsaw Massacre 2,Horror,9.617777,86,8025872,101,5.9,139
The Replacement Killers,Action,9.607391,98,19204929,87,6,127
Instructions Not Included,Comedy,9.59729,13,99067206,115,7.5,205
Somewhere,Comedy,9.590373,10,0,98,6,208
Veronica Guerin,Drama,9.583578,3,1569918,98,6.8,59
Impostor,Action,9.579975,1,0,102,6.1,135
Tae Guk Gi: The Brotherhood of War,Action,9.572705,4,15,140,7.4,133
Dragon Blade,Action,9.568884,15,121545703,127,5.9,145
Employee of the Month,Comedy,9.559737,6,38368909,103,5.3,153
A Passage to India,Drama,9.548391,84,27187653,163,6.9,67
A Man for All Seasons,Drama,9.541688,66,28350000,120,7.5,89
Body Double,Crime,9.525626,84,8801940,114,6.4,137
Secretariat,Drama,9.525037,10,60251371,123,6.8,103
Young Guns,Crime,9.499325,88,44726644,107,6.6,258
Halloween: The Curse of Michael Myers,Horror,9.483717,95,15116634,88,5,170
Shin Godzilla,Action,9.476999,16,77000000,120,6.5,143
My Stepmother is an Alien,Comedy,9.455596,88,13854000,108,5.3,131
The Birth of a Nation,Drama,9.452808,16,15861566,120,6.5,178
Grabbers,Science Fiction,9.451228,12,0,94,6,140
The Glass House,Drama,9.448517,1,23619609,106,5.4,201
Celeste & Jesse Forever,Comedy,9.436431,12,3094813,91,6.4,163
White Oleander,Drama,9.423866,2,0,109,7.2,108
The Big Year,Comedy,9.419726,11,7448385,100,5.6,248
Soul Plane,Romance,9.400404,4,14822346,86,4.7,108
Disturbing Behavior,Mystery,9.378688,98,17507368,84,5.5,104
Slackers,Comedy,9.371811,2,6413915,86,5.4,60
Miss March,Comedy,9.371534,9,0,89,5.4,77
Code Name: The Cleaner,Action,9.36146,7,10337477,84,4.7,78
"20,000 Leagues Under the Sea",Adventure,9.358197,54,28200000,127,6.8,157
Nine,Drama,9.357734,9,53825515,112,5.1,165
Southland Tales,Action,9.349386,6,374743,144,5.2,153
The Eclipse,Drama,9.342465,9,0,88,6.1,15
Next Friday,Comedy,9.337388,0,59827328,98,6.4,135
The Oxford Murders,Crime,9.318033,8,0,107,5.7,188
The Curse of the Jade Scorpion,Comedy,9.317265,1,0,103,6.5,165
Rollerball,Action,9.306253,2,0,98,3.4,106
Halloween 4: The Return of Michael Myers,Horror,9.302349,88,17768757,88,5.9,209
Wicker Park,Drama,9.301562,4,13001257,114,6.7,157
Alone in the Dark,Action,9.292987,5,10442808,96,3.1,173
Thunderbirds,Action,9.27875,4,28283637,95,4.2,91
Gridiron Gang,Action,9.278361,6,41480851,125,6.5,206
"4 Months, 3 Weeks and 2 Days",Drama,9.270133,7,1185783,113,7.3,156
Holy Man,Drama,9.265672,98,0,114,4.9,111
Radio,Drama,9.254647,3,52277485,109,6.8,141
